Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
11/29/2013,Miami-Florida,41,34,180,28,17,296,0,0,31,33,220,43,24,281,1,1
11/29/2013,Miami-Ohio,14,51,138,27,11,143,1,2,55,31,140,33,27,445,0,1
11/29/2013,Nebraska,17,37,89,37,19,199,2,1,38,44,155,17,9,126,0,0
11/29/2013,Ohio,51,29,215,30,19,246,1,2,23,51,153,19,6,137,3,1
11/29/2013,Oregon,36,45,283,34,17,285,2,1,35,39,231,47,29,314,1,2
11/29/2013,Oregon State,35,39,231,47,29,314,1,2,36,45,283,34,17,285,2,1
11/29/2013,Pittsburgh,31,33,220,43,24,281,1,1,41,34,180,28,17,296,0,0
11/29/2013,S-M-U,0,34,83,52,27,212,3,1,34,30,120,42,25,245,2,0
11/29/2013,San Jose State,62,45,159,46,38,577,0,2,52,16,127,51,38,519,1,0
11/29/2013,South Florida,20,33,83,34,15,211,1,1,23,30,77,27,17,219,2,3
11/29/2013,Texas State,28,38,233,31,11,192,1,0,42,35,164,27,21,297,0,0
11/29/2013,Toledo,29,45,230,33,16,158,1,0,31,35,85,30,18,259,0,1
11/29/2013,Troy,42,35,164,27,21,297,0,0,28,38,233,31,11,192,1,0
11/29/2013,U-C-F,23,30,77,27,17,219,2,3,20,33,83,34,15,211,1,1
11/29/2013,Washington,27,53,224,20,15,181,1,1,17,23,44,59,32,282,2,0
11/29/2013,Washington State,17,23,44,59,32,282,2,0,27,53,224,20,15,181,1,1
11/30/2013,Air Force,13,44,154,20,11,125,0,1,58,49,234,34,26,395,0,0
11/30/2013,Alabama,28,35,218,29,17,277,0,0,34,52,296,16,11,97,0,1
11/30/2013,Arizona,21,49,249,30,15,175,3,1,58,52,204,25,13,274,1,0
11/30/2013,Arizona State,58,52,204,25,13,274,1,0,21,49,249,30,15,175,3,1
11/30/2013,Arkansas State,31,53,223,28,19,134,1,0,34,28,151,37,21,255,0,3
11/30/2013,Army,42,56,254,21,8,152,0,2,49,52,285,34,24,323,1,2
11/30/2013,Auburn,34,52,296,16,11,97,0,1,28,35,218,29,17,277,0,0
11/30/2013,Baylor,41,52,164,38,19,206,1,0,38,33,122,47,21,288,3,1
11/30/2013,Boise State,45,40,172,25,17,260,0,0,17,53,300,17,10,62,1,2
11/30/2013,Boston College,31,33,191,20,12,168,1,1,34,51,210,43,29,270,1,0
11/30/2013,Brigham Young,28,45,394,18,14,98,0,1,23,47,104,33,23,259,1,0
11/30/2013,Clemson,17,29,127,28,19,225,3,3,31,50,140,28,15,178,0,0
11/30/2013,Colorado,17,25,48,47,24,273,1,2,24,44,155,33,19,233,1,2
11/30/2013,Colorado State,58,49,234,34,26,395,0,0,13,44,154,20,11,125,0,1
11/30/2013,Connecticut,28,29,61,33,25,311,0,0,17,31,68,36,17,296,2,1
11/30/2013,Duke,27,46,187,36,23,274,0,1,25,39,225,36,17,223,2,0
11/30/2013,Florida,7,24,78,25,20,115,0,2,37,32,129,31,19,327,1,0
11/30/2013,Florida State,37,32,129,31,19,327,1,0,7,24,78,25,20,115,0,2
11/30/2013,Georgia,41,37,138,36,22,299,1,0,34,58,263,24,11,232,2,0
11/30/2013,Georgia State,17,25,24,34,17,321,1,2,38,54,242,30,19,280,0,1
11/30/2013,Georgia Tech,34,58,263,24,11,232,2,0,41,37,138,36,22,299,1,0
11/30/2013,Hawaii,49,52,285,34,24,323,1,2,42,56,254,21,8,152,0,2
11/30/2013,Idaho,16,37,209,42,21,250,1,1,24,43,181,28,18,190,1,2
11/30/2013,Illinois,34,32,185,45,31,307,1,0,37,51,146,45,31,414,0,0
11/30/2013,Indiana,56,54,401,40,26,291,2,0,36,16,31,49,33,485,0,0
11/30/2013,Iowa State,52,53,244,39,25,331,1,1,44,36,212,38,21,356,2,2
11/30/2013,Kansas,10,38,72,36,17,151,4,2,31,45,208,21,10,160,1,1
11/30/2013,Kansas State,31,45,208,21,10,160,1,1,10,38,72,36,17,151,4,2
11/30/2013,Kentucky,14,33,139,38,25,254,0,1,27,43,218,23,14,199,1,1
11/30/2013,Louisiana Tech,10,20,42,37,20,151,1,0,30,49,191,24,19,284,2,1
11/30/2013,Maryland,41,38,173,25,13,259,0,1,21,54,151,31,21,200,0,0
11/30/2013,Memphis,21,29,60,33,20,168,0,1,41,47,206,32,20,328,1,0
11/30/2013,Michigan,41,35,152,47,32,451,0,1,42,46,393,15,6,133,1,1
11/30/2013,Michigan State,14,31,181,19,10,143,1,1,3,50,124,25,9,125,2,1
11/30/2013,Middle Tennessee,48,48,304,27,19,325,1,0,17,36,177,24,14,122,0,1
11/30/2013,Minnesota,3,50,124,25,9,125,2,1,14,31,181,20,10,143,1,1
11/30/2013,Missouri,28,44,225,30,19,238,0,0,21,35,184,35,24,195,0,1
11/30/2013,Nevada-Las Vegas,45,33,131,30,20,270,0,0,19,29,88,46,24,239,2,0
11/30/2013,Nevada-Reno,23,47,104,33,23,259,1,0,28,45,394,18,14,98,0,1
11/30/2013,New Mexico,17,53,300,17,10,62,1,2,45,39,179,25,17,255,0,0
11/30/2013,New Mexico State,24,43,196,28,18,195,1,2,16,37,209,42,21,250,1,1
11/30/2013,No Carolina State,21,54,151,31,21,200,0,0,41,38,173,25,13,259,0,1
11/30/2013,North Carolina,25,39,225,36,17,223,2,0,27,46,187,36,23,274,0,1
11/30/2013,North Texas,42,50,377,26,17,173,1,1,10,35,122,38,14,114,2,0
11/30/2013,Northwestern,37,51,146,45,31,414,0,0,34,32,185,44,31,307,1,0
11/30/2013,Notre Dame,20,24,64,34,16,199,2,0,27,51,261,18,12,158,2,0
11/30/2013,Ohio State,42,46,393,15,6,133,1,1,41,35,152,47,32,451,0,1
11/30/2013,Penn State,31,28,126,30,21,339,0,0,24,30,120,55,29,339,3,0
11/30/2013,Purdue,36,16,31,49,33,485,0,0,56,54,401,40,26,291,2,0
11/30/2013,Rice,17,55,124,28,14,180,0,2,13,21,26,31,14,97,0,1
11/30/2013,Rutgers,17,31,68,36,17,296,2,1,28,29,61,33,25,311,0,0
11/30/2013,San Diego State,19,29,88,46,24,239,2,0,45,33,131,30,20,270,0,0
11/30/2013,South Alabama,38,54,242,30,19,280,0,1,17,25,24,34,17,321,1,2
11/30/2013,South Carolina,31,50,140,28,15,178,0,0,17,29,127,28,19,225,3,3
11/30/2013,Southern Cal,14,36,140,28,17,174,0,2,35,43,188,27,18,208,0,0
11/30/2013,Southern Miss,62,31,102,39,24,370,1,0,27,36,145,31,18,286,1,4
11/30/2013,Stanford,27,51,261,18,12,158,2,0,20,24,64,34,16,199,2,0
11/30/2013,Syracuse,34,51,210,43,29,270,1,0,31,33,191,20,12,168,1,1
11/30/2013,Temple,41,47,206,32,20,328,1,0,21,29,60,33,20,168,0,1
11/30/2013,Tennessee,27,43,218,23,14,199,1,1,14,33,139,38,25,254,0,1
11/30/2013,Texas A+M,21,35,184,35,24,195,0,1,28,44,225,30,19,238,0,0
11/30/2013,Texas Christian,38,33,122,47,21,288,3,1,41,52,164,38,19,206,1,0
11/30/2013,Texas-San Antonio,30,49,191,24,19,284,2,1,10,20,42,37,20,151,1,0
11/30/2013,Tulane,13,21,26,31,14,97,0,1,17,55,124,28,14,180,0,2
11/30/2013,Tulsa,10,35,122,38,14,114,2,0,42,50,377,26,17,173,1,1
11/30/2013,U-A-B,27,36,145,31,18,286,1,4,62,31,102,39,24,370,1,0
11/30/2013,U.C.L.A.,35,43,188,27,18,208,0,0,14,36,140,28,17,174,0,2
11/30/2013,UL-Lafayette,28,35,167,41,23,304,3,0,31,32,122,29,19,272,0,0
11/30/2013,UL-Monroe,31,32,122,29,19,272,0,0,28,35,167,41,23,304,3,0
11/30/2013,UTEP,17,36,177,24,14,122,0,1,48,48,304,27,19,325,1,0
11/30/2013,Utah,24,44,155,33,19,233,1,2,17,25,48,47,24,273,1,2
11/30/2013,Utah State,35,45,154,30,20,156,1,1,7,29,28,29,16,162,1,1
11/30/2013,Vanderbilt,23,45,132,37,26,271,1,1,21,24,111,34,16,155,1,0
11/30/2013,Virginia,6,27,109,40,17,176,1,0,16,42,126,30,14,238,1,1
11/30/2013,Virginia Tech,16,42,126,30,14,238,1,1,6,27,109,40,17,176,1,0
11/30/2013,Wake Forest,21,24,111,34,16,155,1,0,23,45,132,37,26,271,1,1
11/30/2013,West Virginia,44,36,212,38,21,356,2,2,52,53,244,39,25,331,1,1
11/30/2013,Western Kentucky,34,28,151,37,21,255,0,3,31,54,202,28,19,134,1,0
11/30/2013,Wisconsin,24,30,120,55,29,339,3,0,31,28,126,30,21,339,0,0
11/30/2013,Wyoming,7,29,28,29,16,162,1,1,35,45,154,30,20,156,1,1
12/5/2013,Cincinnati,24,39,124,41,22,304,2,0,31,41,177,37,23,255,1,0
12/5/2013,Louisville,31,41,177,37,23,255,1,0,24,39,124,41,22,304,2,0
12/6/2013,Bowling Green,47,40,181,27,21,393,0,1,27,42,235,40,21,219,2,0
12/6/2013,Northern Illinois,27,42,235,40,21,219,2,0,47,40,181,27,21,393,0,1
12/7/2013,Arizona State,14,43,138,25,17,173,0,0,38,44,240,18,12,277,0,1
12/7/2013,Auburn,59,74,545,11,9,132,0,2,42,34,231,37,21,303,1,0
12/7/2013,Baylor,30,54,221,38,21,287,0,0,10,35,163,34,12,54,2,0
12/7/2013,Connecticut,45,26,75,55,37,463,0,0,10,29,72,40,20,185,1,1
12/7/2013,Duke,7,31,99,42,21,140,2,1,45,43,239,32,19,330,2,1
12/7/2013,Florida State,45,43,239,32,19,330,2,1,7,31,99,42,21,140,2,1
12/7/2013,Fresno State,24,34,56,53,36,404,2,3,17,40,51,35,16,253,2,0
12/7/2013,Marshall,24,37,106,41,24,265,1,0,41,48,248,18,10,239,0,0
12/7/2013,Memphis,10,29,72,40,20,185,1,1,45,26,75,55,37,463,0,0
12/7/2013,Michigan State,34,32,134,40,24,304,1,0,24,40,273,23,8,101,0,0
12/7/2013,Missouri,42,34,231,37,21,303,1,0,59,74,545,11,9,132,0,2
12/7/2013,Ohio State,24,40,273,23,8,101,0,0,34,32,134,40,24,304,1,0
12/7/2013,Oklahoma,33,40,165,33,16,193,1,0,24,35,200,35,19,200,1,1
12/7/2013,Oklahoma State,24,35,200,35,19,200,1,1,33,40,165,33,16,193,1,0
12/7/2013,Rice,41,48,248,18,10,239,0,0,24,37,106,41,24,265,1,0
12/7/2013,Rutgers,31,45,176,24,19,179,0,1,6,20,10,31,14,141,1,1
12/7/2013,S-M-U,13,23,78,39,25,235,1,0,17,32,96,35,24,242,0,1
12/7/2013,South Alabama,30,52,192,24,13,171,0,0,8,33,69,26,9,143,2,2
12/7/2013,South Florida,6,20,10,31,14,141,1,1,31,45,176,24,19,179,0,1
12/7/2013,Stanford,38,44,240,18,12,277,0,1,14,43,138,25,17,173,0,0
12/7/2013,Texas,10,35,163,34,12,54,2,0,30,54,221,38,21,287,0,0
12/7/2013,U-C-F,17,32,96,35,24,242,0,1,13,23,78,39,25,235,1,0
12/7/2013,UL-Lafayette,8,33,69,26,9,143,2,2,30,52,192,24,13,171,0,0
12/7/2013,Utah State,17,40,51,35,16,253,2,0,24,34,56,53,36,404,2,3
12/14/2013,Army,7,45,157,11,5,50,1,2,34,57,343,7,2,10,0,0
12/14/2013,Navy,34,57,343,7,2,10,0,0,7,45,157,11,5,50,1,2
